id,ciiu_4n4
2127,G4690
2128,G4630
2129,G4530
2130,F4220
2131,L6810
2132,G4741
2133,F4100
2134,J6120
2135,H5110
2136,L6810
2137,M7410
2138,L6820
2139,L6820
2140,F4100
2141,L6810
2142,M7110
2143,O8412
2144,S9609
2145,N7710
2146,K6499
2147,P8521
2148,M7020
2149,H4923
2150,H4922
2151,A0119
2152,J6110
2153,H4923
2154,S9499
2155,N7730
2156,G4641
2157,S9411
2158,M7020
2159,J6311
2160,G4630
2161,M6920
2162,H4923
2163,M7020
2164,J5911
2165,M7020
2166,S9420
2167,M7020
2168,F4220
2169,K6622
2170,C2023
2171,M7020
2172,L6810
2173,L6820
2174,K6621
2175,J6120
2176,A0240
2177,G4741
2178,Q8620
2179,N8129
2180,M6910
2181,L6820
2182,P8522
2183,H4922
2184,L6820
2185,M6910
2186,C1410
2187,S9420
2188,H4923
2189,G4620
2190,C2813
2191,F4100
2192,B0910
2193,G4651
2194,H4922
2195,L6820
2196,H5229
2197,K6630
2198,K6630
2199,I5610
2200,G4641
2201,N7911
2202,N7911
2203,S9491
2204,E3600
2205,N8230
2206,F4322
2207,H4923
2208,K6499
2209,O8411
2210,A0321
2211,F4100
2212,G4649
2213,G4652
2214,M7020
2215,J5911
2216,L6820
2217,M7110
2218,N7911
2219,G4663
2220,J6201
2221,H4922
2222,S9420
2223,H4923
2224,G4649
2225,C2829
2226,C2511
2227,S9491
2228,O8413
2229,K6430
2230,M7020
2231,J6201
2232,S9411
2233,G4649
2234,L6820
2235,N8129
2236,H4922
2237,M7020
2238,M7020
2239,G4772
2240,G4741
2241,M7020
2242,M7020
2243,C1410
2244,K6430
2245,K6419
2246,M7020
2247,G4663
2248,K6619
2249,S9499
2250,C1074
2251,G4741
2252,F4100
2253,C1072
2254,M6910
2255,N8010
2256,G4663
2257,L6820
2258,I5510
2259,H4923
2260,L6810
2261,F4100
2262,L6810
2263,H4923
2264,O8412
2265,N7730
2266,H4923
2267,S9420
2268,R9311
2269,N7730
2270,M7020
2271,F4100
2272,O8412
2273,F4100
2274,G4690
2275,M7110
2276,H5224
2277,S9499
2278,F4220
2279,L6810
2280,G4659
2281,M7020
2282,P8549
2283,H4921
2284,F4321
2285,G4530
2286,M7110
2287,G4662
2288,M7110
2289,M7020
2290,G4651
2291,H4923
2292,H4922
2293,M7020
2294,M6910
2295,J6020
2296,L6810
2297,G4669
2298,H4923
2299,L6810
2300,A0122
2301,S9499
2302,I5510
2303,M7110
2304,H5224
2305,O8412
2306,N8010
2307,O8412
2308,G4649
2309,J6120
2310,G4669
2311,G4690
2312,K6611
2313,L6810
2314,M7020
2315,K6621
2316,Q8620
2317,A0127
2318,I5510
2319,K6420
2320,I5610
2321,F4100
2322,C1102
2323,O8412
2324,S9601
2325,G4649
2326,Q8790
2327,S9420
2328,S9609
2329,N7911
2330,M7020
2331,S9411
2332,A0321
2333,M7020
2334,O8412
2335,G4641
2336,L6810
2337,M7010
2338,F4210
2339,B0729
2340,P8522
2341,C2740
2342,G4663
2343,H4923
2344,P8549
2345,Q8890
2346,G4530
2347,O8411
2348,Q8890
2349,Q8720
2350,G4663
2351,L6810
2352,G4651
2353,S9420
2354,G4530
2355,H4923
2356,S9412
2357,A0146
2358,K6622
2359,S9499
2360,K6511
2361,F4390
2362,N7810
2363,S9411
2364,P8549
2365,C3312
2366,G4641
2367,G4649
2368,O8411
2369,M7210
2370,N7730
2371,C1071
2372,G4661
2373,P8521
2374,H4923
2375,B0729
2376,G4649
2377,S9491
2378,M6920
2379,C1079
2380,G4773
2381,V0300
2382,N7911
2383,B0729
2384,H4922
2385,H4921
2386,I5610
2387,J6209
2388,J5911
2389,L6820
2390,Q8890
2391,J6201
2392,H4922
2393,F4100
2394,O8411
2395,S9499
2396,F4100
2397,G4663
2398,G4659
2399,S9420
2400,M7020
2401,N7911
2402,G4663
2403,G4649
2404,G4663
2405,L6810
2406,P8549
2407,I5630
2408,Q8720
2409,G4719
2410,H4923
2411,G4773
2412,M6910
2413,S9420
2414,B0729
2415,C1410
2416,M7110
2417,B0810
2418,G4520
2419,Q8810
2420,K6619
2421,J5813
2422,C2013
2423,H5110
2424,H5221
2425,F4210
2426,C1811
2427,O8412
2428,M7110
2429,A0122
2430,H4923
2431,M7020
2432,J6190
2433,H4922
2434,G4630
2435,O8412
2436,Q8890
2437,L6820
2438,C1410
2439,M7110
2440,J5911
2441,S9499
2442,L6810
2443,S9499
2444,K6419
2445,P8510
2446,S9609
2447,O8411
2448,C2029
2449,G4651
2450,Q8890
2451,H4923
2452,H4923
2453,M7020
2454,F4100
2455,F4100
2456,B0729
2457,M7310
2458,K6619
2459,F4321
2460,L6810
2461,M7490
2462,F4100
2463,M7020
2464,K6630
2465,F4100
2466,F4210
2467,N7911
2468,K6419
2469,Q8610
2470,N8010
2471,Q8890
2472,O8422
2473,G4719
2474,I5510
2475,M7020
2476,L6810
2477,M7110
2478,F4100
2479,H4923
2480,H4923
2481,A0119
2482,M7310
2483,G4630
2484,C1311
2485,L6810
2486,P8549
2487,L6810
2488,L6820
2489,L6820
2490,A0150
2491,C2395
2492,O8411
2493,A0111
2494,N7990
2495,F4100
2496,L6810
2497,H4923
2498,G4620
2499,Q8610
2500,G4659
2501,L6820
2502,G4620
2503,M7310
2504,M7020
2505,F4100
2506,G4752
2507,G4641
2508,F4100
2509,H4923
2510,H4923
2511,A0145
2512,L6810
2513,L6820
2514,A0240
2515,F4321
2516,O8413
2517,S9602
2518,L6820
2519,K6419
2520,L6810
2521,G4620
2522,G4641
2523,N8219
2524,G4771
2525,S9420
2526,S9491
2527,S9499
2528,M7020
2529,C1061
2530,S9420
2531,K6419
2532,B0729
2533,L6820
2534,J6201
2535,G4753
2536,N8129
2537,K6419
2538,O8412
2539,N7911
2540,G4540
2541,G4630
2542,M7020
2543,S9420
2544,A0311
2545,F4210
2546,H4922
2547,M7020
2548,G4741
2549,Q8620
2550,H5221
2551,S9491
2552,M7020
2553,P8549
2554,N8010
2555,F4100
2556,I5610
2557,A0121
2558,G4659
2559,G4772
2560,S9491
2561,M7110
2562,L6820
2563,O8411
2564,A0321
2565,M7020
2566,S9411
2567,O8422
2568,P8530
2569,G4641
2570,J6201
2571,C2710
2572,H4922
2573,F4100
2574,M7110
2575,O8412
2576,B0729
2577,F4100
2578,G4630
2579,G4741
2580,K6419
2581,G4620
2582,L6810
2583,F4210
2584,M7020
2585,S9511
2586,O8421
2587,K6419
2588,F4210
2589,I5610
2590,P8549
2591,L6810
2592,H4923
2593,S9609
2594,L6820
2595,G4730
2596,J6311
2597,S9609
2598,F4100
2599,R9311
2600,M7020
2601,G4651
2602,H4922
2603,G4690
2604,L6810
2605,M7020
2606,G4649
2607,M7310
2608,P8549
2609,K6611
2610,S9491
2611,Q8890
2612,M7020
2613,L6820
2614,C2816
2615,G4663
2616,G4530
2617,G4651
2618,K6611
2619,O8413
2620,F4100
2621,K6621
2622,L6820
2623,G4663
2624,L6820
2625,M7310
2626,R9311
2627,L6820
2628,G4649
2629,M7020
2630,L6820
2631,J6190
2632,P8510
2633,M7310
2634,H5221
2635,G4659
2636,F4100
2637,S9491
2638,J6120
2639,N8010
2640,H4923
2641,J6190
2642,S9491
2643,A0321
2644,O8411
2645,G4752
2646,M7110
2647,C1313
2648,C1072
2649,G4649
2650,N8010
2651,G4630
2652,G4649
2653,L6810
2654,M7490
2655,G4651
2656,N7721
2657,L6810
2658,S9609
2659,I5621
2660,M6910
2661,M7020
2662,C1101
2663,K6611
2664,G4741
2665,C2511
2666,M7110
2667,Q8690
2668,Q8810
2669,G4730
2670,L6810
2671,O8412
2672,C1030
2673,P8549
2674,H5221
2675,E3600
2676,G4730
2677,M6910
2678,S9491
2679,Q8690
2680,A0311
2681,G4690
2682,G4659
2683,N7810
2684,B0910
2685,N7710
2686,Q8790
2687,N7730
2688,M7020
2689,I5610
2690,G4663
2691,M7020
2692,S9491
2693,S9420
2694,C3312
2695,L6820
2696,H5221
2697,G4649
2698,G4630
2699,G4659
2700,S9420
2701,L6810
2702,L6820
2703,G4669
2704,L6820
2705,F4321
2706,C1410
2707,A0150
2708,G4641
2709,G4663
2710,R9311
2711,G4649
2712,O8411
2713,S9491
2714,G4530
2715,N7911
2716,G4641
2717,L6820
2718,Q8890
2719,G4690
2720,M7490
2721,N8010
2722,I5510
2723,A0311
2724,R9102
2725,Q8620
2726,L6820
2727,L6820
2728,C2013
2729,C1701
2730,M7110
2731,M7020
2732,G4649
2733,G4663
2734,Q8890
2735,B0810
2736,A0130
2737,L6810
2738,K6619
2739,M7110
2740,O8411
2741,O8413
2742,L6820
2743,C1010
2744,E3811
2745,L6810
2746,I5610
2747,M7490
2748,F4100
2749,S9420
2750,G4741
2751,K6419
2752,G4659
2753,B0610
2754,G4651
2755,A0163
2756,G4659
2757,G4653
2758,H4923
2759,F4210
2760,G4759
2761,J6110
2762,G4741
2763,M7010
2764,M7490
2765,G4730
2766,S9511
2767,A0163
2768,K6430
2769,G4530
2770,H4922
2771,L6810
2772,H4923
2773,S9491
2774,N8129
2775,A0122
2776,H4923
2777,S9491
2778,A0321
2779,L6820
2780,G4641
2781,Q8620
2782,G4659
2783,G4741
2784,H5221
2785,M7010
2786,F4100
2787,K6419
2788,A0163
2789,N8219
2790,G4630
2791,P8549
2792,N8010
2793,K6511
2794,S9411
2795,J6201
2796,G4610
2797,G4659
2798,M6910
2799,K6622
2800,C1820
2801,G4630
2802,H4922
2803,G4630
2804,I5621
2805,F4100
2806,S9420
2807,Q8610
2808,N7911
2809,G4630
2810,P8549
2811,A0122
2812,G4649
2813,S9420
2814,P8530
2815,G4530
2816,G4659
2817,K6499
2818,K6512
2819,F4100
2820,F4321
2821,M7310
2822,S9420
2823,M7020
2824,F4100
2825,C2220
2826,L6820
2827,F4210
2828,S9491
2829,S9420
2830,G4649
2831,A0122
2832,H4921
2833,N8010
2834,I5610
2835,G4663
2836,M6920
2837,Q8620
2838,I5510
2839,C2023
2840,K6430
2841,K6512
2842,G4659
2843,G4659
2844,I5610
2845,G4669
2846,G4649
2847,K6611
2848,P8522
2849,O8423
2850,G4663
2851,M7020
2852,C1080
2853,G4651
2854,K6630
2855,G4530
2856,J6020
2857,C1701
2858,M7020
2859,G4690
2860,F4100
2861,O8430
2862,M7110
2863,F4100
2864,M7020
2865,H5012
2866,M7010
2867,M7110
2868,C2310
2869,M7020
2870,G4530
2871,O8412
2872,J5813
2873,P8530
2874,G4690
2875,S9420
2876,F4100
2877,M7020
2878,H5229
2879,A0321
2880,F4220
2881,H4923
2882,Q8890
2883,G4669
2884,H4923
2885,S9420
2886,L6820
2887,C1811
2888,G4641
2889,B0910
2890,G4663
2891,G4652
2892,H4923
2893,L6810
2894,G4752
2895,L6820
2896,R9311
2897,L6820
2898,G4641
2899,K6630
2900,C2512
2901,B0729
2902,C2392
2903,G4649
2904,P8549
2905,O8412
2906,O8413
2907,M7020
2908,M7310
2909,K6419
2910,G4510
2911,G4669
2912,S9420
2913,S9420
2914,L6820
2915,S9411
2916,L6810
2917,G4772
2918,F4290
2919,A0114
2920,G4651
2921,G4690
2922,G4649
2923,F4100
2924,G4690
2925,M7020
2926,S9491
2927,C2819
2928,O8411
2929,S9420
2930,C1104
2931,G4651
2932,C2819
2933,C1312
2934,O8412
2935,L6810
2936,K6611
2937,O8412
2938,P8530
2939,O8412
2940,L6820
2941,G4630
2942,N7911
2943,S9420
2944,C1701
2945,G4649
2946,G4659
2947,M7020
2948,G4530
2949,Q8620
2950,L6810
2951,G4772
2952,G4663
2953,M7020
2954,G4690
2955,M6920
2956,I5610
2957,C1030
2958,G4741
2959,C2220
2960,C1079
2961,H5229
2962,P8522
2963,L6820
2964,L6820
2965,S9411
2966,F4210
2967,V0300
2968,G4799
2969,F4100
2970,S9420
2971,M7020
2972,G4663
2973,S9609
2974,C3020
2975,M7110
2976,G4651
2977,V0300
2978,G4730
2979,C2011
2980,R9311
2981,F4321
2982,C1812
2983,M7490
2984,N7911
2985,P8549
2986,Q8620
2987,A0210
2988,L6810
2989,M7210
2990,G4690
2991,F4321
2992,S9609
2993,L6820
2994,H4922
2995,D3510
2996,M7110
2997,L6820
2998,G4652
2999,M7110
3000,F4210
3001,S9499
3002,S9411
3003,G4741
3004,G4663
3005,C1104
3006,O8412
3007,C1079
3008,F4210
3009,O8413
3010,Q8620
3011,A0321
3012,L6810
3013,G4669
3014,F4321
3015,G4651
3016,G4663
3017,M7310
3018,N8129
3019,S9411
3020,F4100
3021,M7110
3022,E3600
3023,S9420
3024,Q8620
3025,H5012
3026,L6820
3027,M7020
3028,L6820
3029,P8510
3030,G4653
3031,C1080
3032,A0321
3033,H4923
3034,F4210
3035,S9491
3036,N8129
3037,J6120
3038,G4663
3039,S9420
3040,B0729
3041,H4923
3042,N8010
3043,K6511
3044,C1061
3045,L6820
3046,Q8620
3047,F4100
3048,C1073
3049,Q8890
3050,L6810
3051,Q8610
3052,G4641
3053,L6810
3054,H5221
3055,C1071
3056,C2012
3057,C3312
3058,H4922
3059,C2819
3060,C1010
3061,G4649
3062,S9511
3063,F4220
3064,H4922
3065,C1313
3066,L6820
3067,G4690
3068,M7020
3069,K6419
3070,S9411
3071,F4210
3072,M7110
3073,H4923
3074,G4641
3075,L6810
3076,H5110
3077,M7020
3078,H4923
3079,P8549
3080,M7020
3081,J6209
3082,G4649
3083,L6820
3084,H4923
3085,G4663
3086,N8010
3087,G4649
3088,M7020
3089,G4659
3090,N8010
3091,C2029
3092,K6430
3093,S9420
3094,G4620
3095,H4921
3096,L6810
3097,M7020
3098,H4923
3099,G4649
3100,L6820
3101,H4923
3102,G4662
3103,M7110
3104,F4100
3105,L6820
3106,L6820
3107,S9411
3108,H5221
3109,K6512
3110,R9311
3111,P8510
3112,A0163
3113,O8412
3114,H4923
3115,S9499
3116,H5221
3117,R9311
3118,M7020
3119,H4922
3120,M7020
3121,H4923
3122,L6810
3123,H4923
3124,V0300
3125,A0163
3126,O8412
3127,G4649
3128,F4100
3129,G4651
3130,A0126
3131,L6810
3132,P8549
3133,O8423
3134,G4659
3135,K6419
3136,C1030
3137,P8549
3138,H4923
3139,S9420
3140,J6201
3141,Q8720
3142,O8412
3143,G4520
3144,H4923
3145,L6810
3146,G4763
3147,G4540
3148,H5224
3149,N8129
3150,G4641
3151,L6820
3152,H5110
3153,K6622
3154,K6499
3155,O8411
3156,O8411
3157,M7020
3158,J6110
3159,N7810
3160,D3510
3161,L6810
3162,N7911
3163,H4923
3164,S9609
3165,Q8620
3166,M7020
3167,L6810
3168,G4630
3169,R9000
3170,G4741
3171,C1079
3172,A0150
3173,G4663
3174,G4759
3175,A0141
3176,I5610
3177,K6619
3178,M6920
3179,O8411
3180,J6391
3181,M7020
3182,S9420
3183,S9499
3184,M7310
3185,S9420
3186,K6419
3187,Q8790
3188,L6820
3189,S9499
3190,G4669
3191,H4921
3192,F4100
3193,H4923
3194,H4923
3195,O8412
3196,N8010
3197,F4321
3198,A0119
3199,K6419
3200,M6920
3201,S9420
3202,S9411
3203,G4649
3204,F4100
3205,F4321
3206,C2511
3207,G4649
3208,H4923
3209,H4923
3210,S9420
3211,M7110
3212,A0321
3213,H5221
3214,S9420
3215,K6611
3216,S9420
3217,M7110
3218,A0126
3219,S9420
3220,G4530
3221,M7020
3222,O8411
3223,G4630
3224,O8411
3225,Q8690
3226,G4772
3227,A0150
3228,C2420
3229,B0710
3230,G4663
3231,F4100
3232,H4922
3233,C2710
3234,C1079
3235,G4741
3236,H4923
3237,G4690
3238,G4649
3239,I5510
3240,H5224
3241,G4690
3242,N8010
3243,O8412
3244,V0300
3245,L6810
3246,P8510
3247,L6820
3248,S9420
3249,G4641
3250,K6630
3251,M7490
3252,F4100
3253,S9420
3254,G4651
3255,G4630
3256,O8423
3257,F4210
3258,I5610
3259,L6820
3260,Q8890
3261,M7010
3262,S9491
3263,A0150
3264,L6810
3265,L6810
3266,P8549
3267,C1010
3268,O8412
3269,G4649
3270,H4923
3271,F4100
3272,C2819
3273,A0122
3274,A0122
3275,K6630
3276,B0910
3277,A0163
3278,G4659
3279,G4530
3280,K6430
3281,L6820
3282,L6810
3283,G4741
3284,G4649
3285,A0122
3286,F4321
3287,G4771
3288,F4100
3289,M7020
3290,G4651
3291,S9420
3292,L6820
3293,G4649
3294,A0112
3295,H4923
3296,G4752
3297,G4630
3298,A0321
3299,M6920
3300,C1079
3301,K6619
3302,H4923
3303,G4663
3304,M7310
3305,G4649
3306,N8010
3307,I5630
3308,H4923
3309,G4663
3310,M7310
3311,H4921
3312,G4772
3313,O8411
3314,L6820
3315,S9499
3316,F4100
3317,G4649
3318,F4100
3319,G4610
3320,L6810
3321,O8412
3322,F4290
3323,M7110
3324,H4930
3325,M7110
3326,G4651
3327,N7710
3328,M7310
3329,F4220
3330,F4100
3331,M7490
3332,F4312
3333,G4652
3334,M6910
3335,L6810
3336,F4321
3337,S9420
3338,M7220
3339,C2610
3340,N8121
3341,H4921
3342,S9491
3343,G4649
3344,H4923
3345,L6810
3346,S9499
3347,C1811
3348,H5221
3349,C1812
3350,H5229
3351,L6810
3352,C1812
3353,L6810
3354,G4772
3355,M7020
3356,F4100
3357,M7110
3358,O8411
3359,L6810
3360,P8510
3361,O8411
3362,J5813
3363,S9420
3364,L6820
3365,H4923
3366,C1410
3367,G4669
3368,E3600
3369,C3312
3370,C1621
3371,F4100
3372,H4923
3373,M7120
3374,A0150
3375,K6622
3376,N8129
3377,G4653
3378,S9420
3379,F4100
3380,C2790
3381,G4741
3382,G4742
3383,F4100
3384,L6820
3385,F4210
3386,P8549
3387,C1622
3388,M7110
3389,J6190
3390,H5221
3391,S9491
3392,H4923
3393,N7730
3394,F4321
3395,G4771
3396,H4922
3397,E3700
3398,H4922
3399,O8423
3400,C1701
3401,G4649
3402,H4923
3403,G4690
3404,M7010
3405,N8129
3406,M7020
3407,N7990
3408,K6630
3409,F4100
3410,N7911
3411,H4922
3412,L6810
3413,A0113
3414,S9420
3415,G4663
3416,F4100
3417,J6201
3418,M6910
3419,G4652
3420,G4663
3421,G4630
3422,J6120
3423,N7911
3424,C1392
3425,H5224
3426,G4520
3427,A0161
3428,S9420
3429,F4210
3430,J6201
3431,G4649
3432,H5221
3433,G4620
3434,P8549
3435,L6810
3436,P8549
3437,I5610
3438,G4630
3439,H4923
3440,M7490
3441,E3600
3442,H4922
3443,S9499
3444,S9491
3445,G4659
3446,G4652
3447,G4659
3448,F4210
3449,F4100
3450,C1399
3451,M7110
3452,M7020
3453,A0141
3454,M7020
3455,G4730
3456,S9499
3457,G4721
3458,G4641
3459,F4210
3460,S9420
3461,K6611
3462,S9491
3463,G4690
3464,C2819
3465,G4719
3466,L6810
3467,P8549
3468,K6611
3469,H4923
3470,C2710
3471,P8510
3472,M6910
3473,A0150
3474,N8121
3475,I5610
3476,H5229
3477,J6110
3478,N7911
3479,L6820
3480,P8549
3481,G4690
3482,N7911
3483,B0810
3484,K6499
3485,H4923
3486,O8411
3487,C2220
3488,G4530
3489,Q8890
3490,H4923
3491,H5120
3492,A0163
3493,L6810
3494,K6619
3495,G4630
3496,F4100
3497,R9311
3498,F4100
3499,M6920
3500,R9000
3501,S9491
3502,N8129
3503,H4923
3504,C2599
3505,F4210
3506,S9491
3507,R9000
3508,F4390
3509,G4690
3510,G4530
3511,M6920
3512,F4100
3513,L6820
3514,A0163
3515,Q8620
3516,D3510
3517,L6810
3518,F4321
3519,H4922
3520,E3600
3521,N8010
3522,K6621
3523,P8549
3524,G4530
3525,A0220
3526,L6810
3527,M7020
3528,G4659
3529,G4741
3530,M7020
3531,G4630
3532,J6020
3533,L6820
3534,O8411
3535,P8510
3536,G4630
3537,M7020
3538,F4100
3539,L6810
3540,A0321
3541,L6820
3542,G4630
3543,P8549
3544,M6910
3545,S9609
3546,G4652
3547,S9499
3548,C2818
3549,S9491
3550,S9420
3551,M7020
3552,C1104
3553,S9420
3554,O8411
3555,J6190
3556,R9311
3557,O8423
3558,N7721
3559,M7020
3560,C2100
3561,S9420
3562,L6820
3563,I5630
3564,S9420
3565,S9420
3566,S9411
3567,L6820
3568,M7110
3569,C2823
3570,S9420
3571,G4652
3572,G4659
3573,S9499
3574,K6420
3575,Q8620
3576,S9420
3577,C1079
3578,G4652
3579,G4669
3580,F4100
3581,A0311
3582,K6420
3583,A0126
3584,G4690
3585,Q8610
3586,J6201
3587,M7500
3588,G4651
3589,I5510
3590,N7911
3591,Q8890
3592,A0115
3593,O8411
3594,B0620
3595,A0119
3596,F4100
3597,N7911
3598,S9420
3599,C1079
3600,G4520
3601,G4669
3602,V0300
3603,G4663
3604,G4649
3605,A0321
3606,H5221
3607,A0119
3608,O8412
3609,G4520
3610,O8430
3611,L6810
3612,M7110
3613,C2023
3614,G4649
3615,Q8790
3616,H4923
3617,M7020
3618,S9411
3619,G4641
3620,F4210
3621,G4659
3622,H5221
3623,C2930
3624,H4922
3625,G4620
3626,K6430
3627,L6820
3628,A0163
3629,N7710
3630,G4663
3631,O8411
3632,S9499
3633,G4641
3634,H5221
3635,S9420
3636,C1392
3637,H4923
3638,L6820
3639,Q8620
3640,K6430
3641,G4663
3642,K6419
3643,S9609
3644,F4100
3645,G4652
3646,G4651
3647,F4100
3648,H4923
3649,C3312
3650,G4659
3651,G4719
3652,A0114
3653,Q8790
3654,G4630
3655,M7110
3656,G4663
3657,A0210
3658,N8291
3659,F4100
3660,M7110
3661,P8510
3662,M6920
3663,L6820
3664,F4210
3665,H4923
3666,G4620
3667,H4922
3668,K6419
3669,M6910
3670,S9420
3671,Q8620
3672,G4510
3673,M7020
3674,G4663
3675,L6810
3676,H4923
3677,H4922
3678,Q8890
3679,F4321
3680,C1811
3681,A0111
3682,C2219
3683,C2011
3684,G4651
3685,G4659
3686,G4520
3687,C2710
3688,S9499
3689,M7110
3690,G4653
3691,O8413
3692,F4100
3693,G4771
3694,G4741
3695,G4663
3696,F4100
3697,H4923
3698,O8411
3699,G4669
3700,Q8620
3701,M7020
3702,C1071
3703,G4649
3704,M7020
3705,G4690
3706,R9311
3707,A0122
3708,R9311
3709,G4520
3710,L6810
3711,K6611
3712,A0321
3713,G4669
3714,C1812
3715,M7020
3716,F4100
3717,C1410
3718,L6810
3719,A0146
3720,Q8620
3721,C1102
3722,L6820
3723,M7110
3724,S9491
3725,N7911
3726,S9420
3727,B0891
3728,L6820
3729,A0321
3730,F4321
3731,V0300
3732,Q8890
3733,G4772
3734,G4649
3735,M7020
3736,J6209
3737,G4662
3738,L6820
3739,H4921
3740,H4921
3741,L6820
3742,L6810
3743,C1030
3744,G4649
3745,G4690
3746,M7020
3747,O8411
3748,O8412
3749,H4923
3750,J6201
3751,F4220
3752,M7020
3753,G4641
3754,C1701
3755,F4220
3756,M7110
3757,G4659
3758,S9609
3759,L6820
3760,C1079
3761,S9420
3762,I5610
3763,A0321
3764,S9499
3765,F4210
3766,O8411
3767,B0620
3768,L6820
3769,K6499
3770,P8549
3771,L6810
3772,S9420
3773,G4659
3774,O8412
3775,J6020
3776,V0300
3777,G4690
3778,B0729
3779,H5221
3780,G4651
3781,J6120
3782,M7020
3783,M7110
3784,V0300
3785,G4663
3786,O8413
3787,A0163
3788,G4652
3789,G4690
3790,H4922
3791,A0122
3792,I5630
3793,C1040
3794,S9411
3795,S9420
3796,F4220
3797,H4923
3798,G4610
3799,G4649
3800,A0163
3801,G4663
3802,G4630
3803,A0163
3804,H4921
3805,I5610
3806,S9491
3807,L6820
3808,P8549
3809,L6820
3810,L6820
3811,C2100
3812,G4520
3813,M7110
3814,G4659
3815,C2211
3816,J6120
3817,M7020
3818,S9609
3819,H4923
3820,Q8610
3821,O8412
3822,S9609
3823,K6419
3824,E3600
3825,G4630
3826,A0113
3827,C1812
3828,M7020
3829,F4210
3830,M7020
3831,I5510
3832,S9420
3833,L6820
3834,H4922
3835,S9491
3836,M7110
3837,Q8890
3838,S9499
3839,H4923
3840,G4630
3841,G4649
3842,H4923
3843,H5229
3844,H4923
3845,S9420
3846,M7020
3847,H4921
3848,L6810
3849,G4651
3850,S9420
3851,F4100
3852,V0300
3853,H4922
3854,L6810
3855,H4923
3856,G4652
3857,N7911
3858,L6820
3859,K6630
3860,M7020
3861,J6201
3862,N7911
3863,U9900
3864,F4210
3865,S9420
3866,H4923
3867,J6020
3868,H4923
3869,C2710
3870,O8411
3871,F4210
3872,Q8620
3873,C2395
3874,G4669
3875,G4659
3876,M7020
3877,G4669
3878,F4100
3879,F4100
3880,H5120
3881,H4923
3882,B0729
3883,A0150
3884,M7020
3885,H4922
3886,S9420
3887,G4690
3888,L6810
3889,L6810
3890,A0150
3891,C3290
3892,H4921
3893,F4210
3894,L6820
3895,A0141
3896,M7020
3897,G4669
3898,H4921
3899,G4659
3900,M7020
3901,N7911
3902,K6499
3903,G4520
3904,K6419
3905,M6920
3906,G4690
3907,Q8810
3908,M6920
3909,H4922
3910,A0122
3911,C1040
3912,S9491
3913,S9420
3914,M7010
3915,H4922
3916,O8412
3917,P8549
3918,O8412
3919,S9491
3920,K6630
3921,J6190
3922,C3312
3923,A0119
3924,H4923
3925,F4220
3926,M7020
3927,G4659
3928,S9420
3929,H4923
3930,O8412
3931,S9411
3932,L6810
3933,G4669
3934,L6810
3935,L6810
3936,Q8620
3937,M7020
3938,N7911
3939,M7110
3940,S9491
3941,G4630
3942,N7911
3943,G4690
3944,H4922
3945,K6611
3946,G4649
3947,L6820
3948,N7810
3949,Q8890
3950,M7020
3951,M7490
3952,H4922
3953,S9420
3954,L6810
3955,M6910
3956,J6209
3957,Q8620
3958,H4923
3959,P8549
3960,G4773
3961,G4630
3962,A0163
3963,G4669
3964,N7911
3965,Q8890
3966,K6430
3967,A0146
3968,C1410
3969,S9420
3970,M7020
3971,H4921
3972,S9499
3973,S9609
3974,C2029
3975,K6420
3976,L6820
3977,G4651
3978,G4663
3979,S9609
3980,S9511
3981,I5610
3982,S9420
3983,P8510
3984,H4922
3985,C2710
3986,H5221
3987,F4210
3988,I5510
3989,K6622
3990,O8413
3991,C2100
3992,G4741
3993,G4649
3994,L6810
3995,C2930
3996,M7020
3997,G4663
3998,H4921
3999,L6810
4000,Q8890
4001,F4100
4002,H4922
4003,A0163
4004,H4923
4005,M7020
4006,G4659
4007,N7911
4008,G4649
4009,L6810
4010,K6611
4011,M7020
4012,S9511
4013,N8129
4014,K6611
4015,N7911
4016,F4100
4017,H5221
4018,F4321
4019,F4100
4020,O8411
4021,H4923
4022,S9609
4023,H4921
4024,A0163
4025,K6419
4026,S9420
4027,G4741
4028,G4649
4029,J6110
4030,J5911
4031,G4773
4032,M7110
4033,M7020
4034,F4100
4035,B0810
4036,S9491
4037,C2630
4038,G4690
4039,A0311
4040,L6820
4041,O8411
4042,O8423
4043,F4100
4044,L6820
4045,H4923
4046,H4922
4047,M7020
4048,A0163
4049,G4730
4050,K6430
4051,M7110
4052,J6130
4053,G4690
4054,Q8620
4055,G4741
4056,I5610
4057,M7490
4058,G4649
4059,A0163
4060,G4630
4061,H4923
4062,F4290
4063,S9411
4064,G4663
4065,P8549
4066,S9420
4067,S9499
4068,G4653
4069,B0990
4070,G4669
4071,K6611
4072,G4690
4073,F4321
4074,M7310
4075,L6810
4076,M7020
4077,G4530
4078,N8129
4079,N7710
4080,G4663
4081,O8412
4082,G4649
4083,K6430
4084,G4630
4085,H4923
4086,L6810
4087,G4669
4088,G4663
4089,A0121
4090,K6419
4091,P8549
4092,S9420
4093,C3312
4094,H4922
4095,F4100
4096,C1104
4097,G4752
4098,S9609
4099,G4630
4100,J6201
4101,G4630
4102,S9420
4103,H4923
4104,M6910
4105,M7210
4106,G4730
4107,M7020
4108,H4923
4109,S9420
4110,G4690
4111,A0141
4112,M7020
4113,G4651
4114,G4659
4115,G4669
